Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI
2014,4,18,1,0,0,0,0,0,0,0
2014,4,18,1,30,0,0,0,0,0,0
2014,4,18,2,0,0,0,0,0,0,0
2014,4,18,2,30,0,0,0,0,0,0
2014,4,18,3,0,0,0,0,0,0,0
2014,4,18,3,30,0,0,0,0,0,0
2014,4,18,4,0,0,0,0,0,0,0
2014,4,18,4,30,0,0,0,0,0,0
2014,4,18,5,0,0,0,0,0,0,0
2014,4,18,5,30,27,276,50,27,276,50
2014,4,18,6,0,54,468,137,63,93,79
2014,4,18,6,30,69,615,237,108,108,137
2014,4,18,7,0,80,711,340,117,2,118
2014,4,18,7,30,90,779,442,150,7,154
2014,4,18,8,0,97,828,539,169,6,172
2014,4,18,8,30,103,865,630,195,9,201
2014,4,18,9,0,108,893,712,236,16,247
2014,4,18,9,30,112,913,782,259,17,272
2014,4,18,10,0,115,928,840,379,130,480
2014,4,18,10,30,117,937,883,400,128,505
2014,4,18,11,0,119,942,911,415,207,590
2014,4,18,11,30,120,944,925,421,207,598
2014,4,18,12,0,120,942,923,420,207,597
2014,4,18,12,30,119,937,906,412,206,586
2014,4,18,13,0,117,929,874,397,206,565
2014,4,18,13,30,115,916,828,375,206,535
2014,4,18,14,0,112,900,768,347,205,497
2014,4,18,14,30,108,878,697,313,205,451
2014,4,18,15,0,103,849,616,275,204,398
2014,4,18,15,30,96,812,526,234,201,340
2014,4,18,16,0,89,764,429,191,194,278
2014,4,18,16,30,79,699,329,148,181,213
2014,4,18,17,0,66,612,229,107,154,148
2014,4,18,17,30,48,504,134,66,122,87
2014,4,18,18,0,41,273,62,40,0,40
2014,4,18,18,30,0,0,0,0,0,0
2014,4,18,19,0,0,0,0,0,0,0
2014,4,18,19,30,0,0,0,0,0,0
2014,4,18,20,0,0,0,0,0,0,0
2014,4,18,20,30,0,0,0,0,0,0
2014,4,18,21,0,0,0,0,0,0,0
2014,4,18,21,30,0,0,0,0,0,0
2014,4,18,22,0,0,0,0,0,0,0
2014,4,18,22,30,0,0,0,0,0,0
2014,4,18,23,0,0,0,0,0,0,0
2014,4,18,23,30,0,0,0,0,0,0
2014,4,19,0,0,0,0,0,0,0,0
2014,4,19,0,30,0,0,0,0,0,0
2014,4,19,1,0,0,0,0,0,0,0
2014,4,19,1,30,0,0,0,0,0,0
2014,4,19,2,0,0,0,0,0,0,0
2014,4,19,2,30,0,0,0,0,0,0
2014,4,19,3,0,0,0,0,0,0,0
2014,4,19,3,30,0,0,0,0,0,0
2014,4,19,4,0,0,0,0,0,0,0
2014,4,19,4,30,0,0,0,0,0,0
2014,4,19,5,0,0,0,0,0,0,0
2014,4,19,5,30,32,218,52,32,218,52
2014,4,19,6,0,53,456,137,53,456,137
2014,4,19,6,30,68,598,234,68,598,234
2014,4,19,7,0,79,693,335,79,693,335
2014,4,19,7,30,89,763,437,89,763,437
2014,4,19,8,0,96,815,535,96,815,535
2014,4,19,8,30,103,856,628,103,856,628
2014,4,19,9,0,108,889,713,108,889,713
2014,4,19,9,30,112,912,785,112,912,785
2014,4,19,10,0,115,930,845,115,930,845
2014,4,19,10,30,118,940,889,118,940,889
2014,4,19,11,0,119,947,918,119,947,918
2014,4,19,11,30,120,949,932,120,949,932
2014,4,19,12,0,120,948,931,120,948,931
2014,4,19,12,30,119,944,914,119,944,914
2014,4,19,13,0,118,936,883,118,936,883
2014,4,19,13,30,115,924,837,115,924,837
2014,4,19,14,0,112,909,778,112,909,778
2014,4,19,14,30,108,888,707,108,888,707
2014,4,19,15,0,103,860,625,103,860,625
2014,4,19,15,30,97,824,535,97,824,535
2014,4,19,16,0,89,776,438,89,776,438
2014,4,19,16,30,80,713,337,80,713,337
2014,4,19,17,0,67,628,236,67,628,236
2014,4,19,17,30,49,520,140,49,520,140
2014,4,19,18,0,41,287,64,64,0,64
2014,4,19,18,30,0,0,0,0,0,0
2014,4,19,19,0,0,0,0,0,0,0
2014,4,19,19,30,0,0,0,0,0,0
2014,4,19,20,0,0,0,0,0,0,0
2014,4,19,20,30,0,0,0,0,0,0
2014,4,19,21,0,0,0,0,0,0,0
2014,4,19,21,30,0,0,0,0,0,0
2014,4,19,22,0,0,0,0,0,0,0
2014,4,19,22,30,0,0,0,0,0,0
2014,4,19,23,0,0,0,0,0,0,0
2014,4,19,23,30,0,0,0,0,0,0
2014,4,20,0,0,0,0,0,0,0,0
2014,4,20,0,30,0,0,0,0,0,0
2014,4,20,1,0,0,0,0,0,0,0
2014,4,20,1,30,0,0,0,0,0,0
2014,4,20,2,0,0,0,0,0,0,0
2014,4,20,2,30,0,0,0,0,0,0
2014,4,20,3,0,0,0,0,0,0,0
2014,4,20,3,30,0,0,0,0,0,0
2014,4,20,4,0,0,0,0,0,0,0
2014,4,20,4,30,0,0,0,0,0,0
2014,4,20,5,0,0,0,0,0,0,0
2014,4,20,5,30,35,255,59,33,117,44
2014,4,20,6,0,56,497,149,60,274,112
2014,4,20,6,30,71,637,250,102,301,187
2014,4,20,7,0,82,729,354,82,729,354
2014,4,20,7,30,91,793,456,91,793,456
2014,4,20,8,0,98,840,554,98,840,554
2014,4,20,8,30,104,875,644,104,875,644
2014,4,20,9,0,109,901,725,109,901,725
2014,4,20,9,30,113,921,795,113,921,795
2014,4,20,10,0,116,935,853,116,935,853
2014,4,20,10,30,118,944,896,118,944,896
2014,4,20,11,0,120,950,925,120,950,925
2014,4,20,11,30,121,952,939,121,952,939
2014,4,20,12,0,121,951,937,121,951,937
2014,4,20,12,30,120,946,920,120,946,920
2014,4,20,13,0,118,937,887,118,937,887
2014,4,20,13,30,116,925,841,116,925,841
2014,4,20,14,0,113,908,781,113,908,781
2014,4,20,14,30,109,886,709,109,886,709
2014,4,20,15,0,104,857,626,104,857,626
2014,4,20,15,30,97,819,535,97,819,535
2014,4,20,16,0,90,771,438,90,771,438
2014,4,20,16,30,80,707,338,80,707,338
2014,4,20,17,0,67,621,237,67,621,237
2014,4,20,17,30,49,512,141,49,512,141
2014,4,20,18,0,41,279,64,64,0,64
2014,4,20,18,30,0,0,0,0,0,0
2014,4,20,19,0,0,0,0,0,0,0
2014,4,20,19,30,0,0,0,0,0,0
2014,4,20,20,0,0,0,0,0,0,0
2014,4,20,20,30,0,0,0,0,0,0
2014,4,20,21,0,0,0,0,0,0,0
2014,4,20,21,30,0,0,0,0,0,0
2014,4,20,22,0,0,0,0,0,0,0
2014,4,20,22,30,0,0,0,0,0,0
2014,4,20,23,0,0,0,0,0,0,0
2014,4,20,23,30,0,0,0,0,0,0
2014,4,21,0,0,0,0,0,0,0,0
2014,4,21,0,30,0,0,0,0,0,0
2014,4,21,1,0,0,0,0,0,0,0
2014,4,21,1,30,0,0,0,0,0,0
2014,4,21,2,0,0,0,0,0,0,0
2014,4,21,2,30,0,0,0,0,0,0
2014,4,21,3,0,0,0,0,0,0,0
2014,4,21,3,30,0,0,0,0,0,0
2014,4,21,4,0,0,0,0,0,0,0
2014,4,21,4,30,0,0,0,0,0,0
2014,4,21,5,0,0,0,0,0,0,0
2014,4,21,5,30,35,251,60,35,251,60
2014,4,21,6,0,55,475,146,55,475,146
2014,4,21,6,30,69,611,244,69,611,244
2014,4,21,7,0,81,701,345,81,701,345
2014,4,21,7,30,90,766,445,90,766,445
2014,4,21,8,0,97,813,541,97,813,541
2014,4,21,8,30,103,849,630,103,849,630
2014,4,21,9,0,108,875,709,108,875,709
2014,4,21,9,30,112,895,778,112,895,778
2014,4,21,10,0,115,910,835,250,621,741
2014,4,21,10,30,117,919,876,263,623,778
2014,4,21,11,0,118,924,904,296,589,798
2014,4,21,11,30,119,926,917,289,603,809
2014,4,21,12,0,119,924,915,119,924,915
2014,4,21,12,30,118,919,898,118,919,898
2014,4,21,13,0,116,910,866,116,910,866
2014,4,21,13,30,114,898,820,114,898,820
2014,4,21,14,0,111,882,762,111,882,762
2014,4,21,14,30,107,860,692,107,860,692
2014,4,21,15,0,102,832,612,102,832,612
2014,4,21,15,30,96,795,523,96,795,523
2014,4,21,16,0,88,748,429,88,748,429
2014,4,21,16,30,79,686,331,79,686,331
2014,4,21,17,0,67,603,233,67,603,233
2014,4,21,17,30,49,495,140,49,495,140
2014,4,21,18,0,40,268,64,40,268,64
2014,4,21,18,30,0,0,0,0,0,0
2014,4,21,19,0,0,0,0,0,0,0
2014,4,21,19,30,0,0,0,0,0,0
2014,4,21,20,0,0,0,0,0,0,0
2014,4,21,20,30,0,0,0,0,0,0
2014,4,21,21,0,0,0,0,0,0,0
2014,4,21,21,30,0,0,0,0,0,0
2014,4,21,22,0,0,0,0,0,0,0
2014,4,21,22,30,0,0,0,0,0,0
2014,4,21,23,0,0,0,0,0,0,0
2014,4,21,23,30,0,0,0,0,0,0
2014,4,22,0,0,0,0,0,0,0,0
2014,4,22,0,30,0,0,0,0,0,0
2014,4,22,1,0,0,0,0,0,0,0
2014,4,22,1,30,0,0,0,0,0,0
2014,4,22,2,0,0,0,0,0,0,0
2014,4,22,2,30,0,0,0,0,0,0
2014,4,22,3,0,0,0,0,0,0,0
2014,4,22,3,30,0,0,0,0,0,0
2014,4,22,4,0,0,0,0,0,0,0
2014,4,22,4,30,0,0,0,0,0,0
2014,4,22,5,0,0,0,0,0,0,0
2014,4,22,5,30,36,258,62,36,258,62
2014,4,22,6,0,55,474,148,55,474,148
2014,4,22,6,30,69,606,245,69,606,245
2014,4,22,7,0,80,696,346,80,696,346
2014,4,22,7,30,89,759,445,89,759,445
2014,4,22,8,0,96,806,540,118,697,502
2014,4,22,8,30,102,841,628,151,692,583
2014,4,22,9,0,107,868,707,315,276,506
2014,4,22,9,30,111,888,775,347,277,554
2014,4,22,10,0,114,902,831,256,617,746
2014,4,22,10,30,116,912,873,260,631,784
2014,4,22,11,0,117,917,901,309,572,797
2014,4,22,11,30,118,919,914,294,595,809
2014,4,22,12,0,118,918,911,423,260,648
2014,4,22,12,30,117,912,894,405,271,636
2014,4,22,13,0,116,903,862,313,493,721
2014,4,22,13,30,113,891,816,282,507,683
2014,4,22,14,0,110,873,758,325,341,578
2014,4,22,14,30,106,851,687,293,339,524
2014,4,22,15,0,101,821,607,265,286,441
2014,4,22,15,30,95,784,519,230,272,377
2014,4,22,16,0,88,735,425,125,0,125
2014,4,22,16,30,78,671,327,96,0,96
2014,4,22,17,0,66,586,230,16,0,16
2014,4,22,17,30,49,476,138,9,0,9
2014,4,22,18,0,39,252,62,4,0,4
2014,4,22,18,30,0,0,0,0,0,0
2014,4,22,19,0,0,0,0,0,0,0
2014,4,22,19,30,0,0,0,0,0,0
2014,4,22,20,0,0,0,0,0,0,0
2014,4,22,20,30,0,0,0,0,0,0
2014,4,22,21,0,0,0,0,0,0,0
2014,4,22,21,30,0,0,0,0,0,0
2014,4,22,22,0,0,0,0,0,0,0
2014,4,22,22,30,0,0,0,0,0,0
2014,4,22,23,0,0,0,0,0,0,0
2014,4,22,23,30,0,0,0,0,0,0
2014,4,23,0,0,0,0,0,0,0,0
2014,4,23,0,30,0,0,0,0,0,0
2014,4,23,1,0,0,0,0,0,0,0
2014,4,23,1,30,0,0,0,0,0,0
2014,4,23,2,0,0,0,0,0,0,0
2014,4,23,2,30,0,0,0,0,0,0
2014,4,23,3,0,0,0,0,0,0,0
2014,4,23,3,30,0,0,0,0,0,0
2014,4,23,4,0,0,0,0,0,0,0
2014,4,23,4,30,0,0,0,0,0,0
2014,4,23,5,0,0,0,0,0,0,0
2014,4,23,5,30,36,268,65,36,268,65
2014,4,23,6,0,55,475,151,55,475,151
2014,4,23,6,30,69,603,247,69,603,247
2014,4,23,7,0,80,690,346,33,0,33
2014,4,23,7,30,89,752,444,42,0,42
2014,4,23,8,0,96,798,538,71,0,71
2014,4,23,8,30,102,832,625,82,0,82
2014,4,23,9,0,107,858,703,59,0,59
2014,4,23,9,30,110,878,770,65,0,65
2014,4,23,10,0,113,892,825,143,1,144
2014,4,23,10,30,116,902,867,149,2,151
2014,4,23,11,0,117,908,895,272,15,285
2014,4,23,11,30,118,911,909,276,16,290
2014,4,23,12,0,118,911,908,150,2,152
2014,4,23,12,30,117,907,892,148,1,150
2014,4,23,13,0,116,900,862,195,6,200
2014,4,23,13,30,114,890,818,186,5,190
2014,4,23,14,0,111,875,761,254,15,265
2014,4,23,14,30,107,855,693,232,13,241
2014,4,23,15,0,102,829,615,225,19,237
2014,4,23,15,30,96,794,528,195,14,203
2014,4,23,16,0,89,749,434,151,0,151
2014,4,23,16,30,79,689,337,117,0,117
2014,4,23,17,0,68,607,239,20,0,20
2014,4,23,17,30,51,500,145,12,0,12
2014,4,23,18,0,41,278,67,5,0,5
2014,4,23,18,30,0,0,0,0,0,0
2014,4,23,19,0,0,0,0,0,0,0
2014,4,23,19,30,0,0,0,0,0,0
2014,4,23,20,0,0,0,0,0,0,0
2014,4,23,20,30,0,0,0,0,0,0
2014,4,23,21,0,0,0,0,0,0,0
2014,4,23,21,30,0,0,0,0,0,0
2014,4,23,22,0,0,0,0,0,0,0
2014,4,23,22,30,0,0,0,0,0,0
2014,4,23,23,0,0,0,0,0,0,0
2014,4,23,23,30,0,0,0,0,0,0
2014,4,24,0,0,0,0,0,0,0,0
2014,4,24,0,30,0,0,0,0,0,0
2014,4,24,1,0,0,0,0,0,0,0
2014,4,24,1,30,0,0,0,0,0,0
2014,4,24,2,0,0,0,0,0,0,0
2014,4,24,2,30,0,0,0,0,0,0
2014,4,24,3,0,0,0,0,0,0,0
2014,4,24,3,30,0,0,0,0,0,0
2014,4,24,4,0,0,0,0,0,0,0
2014,4,24,4,30,0,0,0,0,0,0
2014,4,24,5,0,0,0,0,0,0,0
2014,4,24,5,30,39,307,74,39,307,74
2014,4,24,6,0,58,521,165,58,521,165
2014,4,24,6,30,72,651,267,72,651,267
2014,4,24,7,0,83,739,371,83,739,371
2014,4,24,7,30,92,801,474,92,801,474
2014,4,24,8,0,99,848,572,99,848,572
2014,4,24,8,30,105,882,663,105,882,663
2014,4,24,9,0,110,908,744,110,908,744
2014,4,24,9,30,114,927,813,114,927,813
2014,4,24,10,0,117,940,870,117,940,870
2014,4,24,10,30,119,949,913,119,949,913
2014,4,24,11,0,120,954,941,120,954,941
2014,4,24,11,30,121,956,954,121,956,954
2014,4,24,12,0,121,954,952,121,954,952
2014,4,24,12,30,120,949,934,120,949,934
2014,4,24,13,0,119,941,901,119,941,901
2014,4,24,13,30,116,929,854,116,929,854
2014,4,24,14,0,113,912,794,113,912,794
2014,4,24,14,30,109,890,722,109,890,722
2014,4,24,15,0,104,862,640,104,862,640
2014,4,24,15,30,98,825,549,98,825,549
2014,4,24,16,0,91,778,452,91,778,452
2014,4,24,16,30,81,716,351,81,716,351
2014,4,24,17,0,69,633,250,69,633,250
2014,4,24,17,30,52,526,153,52,526,153
2014,4,24,18,0,42,302,72,42,302,72
2014,4,24,18,30,0,0,0,0,0,0
2014,4,24,19,0,0,0,0,0,0,0
2014,4,24,19,30,0,0,0,0,0,0
2014,4,24,20,0,0,0,0,0,0,0
2014,4,24,20,30,0,0,0,0,0,0
2014,4,24,21,0,0,0,0,0,0,0
2014,4,24,21,30,0,0,0,0,0,0
2014,4,24,22,0,0,0,0,0,0,0
2014,4,24,22,30,0,0,0,0,0,0
2014,4,24,23,0,0,0,0,0,0,0
2014,4,24,23,30,0,0,0,0,0,0
2014,4,25,0,0,0,0,0,0,0,0
2014,4,25,0,30,0,0,0,0,0,0
2014,4,25,1,0,0,0,0,0,0,0
2014,4,25,1,30,0,0,0,0,0,0
2014,4,25,2,0,0,0,0,0,0,0
2014,4,25,2,30,0,0,0,0,0,0
2014,4,25,3,0,0,0,0,0,0,0
2014,4,25,3,30,0,0,0,0,0,0
2014,4,25,4,0,0,0,0,0,0,0
2014,4,25,4,30,0,0,0,0,0,0
2014,4,25,5,0,8,57,9,8,57,9
2014,4,25,5,30,40,313,76,40,313,76
2014,4,25,6,0,59,517,167,67,301,130
2014,4,25,6,30,73,642,267,110,321,207
2014,4,25,7,0,83,727,370,83,727,370
2014,4,25,7,30,92,786,470,92,786,470
2014,4,25,8,0,99,830,565,99,830,565
2014,4,25,8,30,105,862,653,105,862,653
2014,4,25,9,0,109,886,731,109,886,731
2014,4,25,9,30,113,903,798,113,903,798
2014,4,25,10,0,116,916,852,116,916,852
2014,4,25,10,30,118,923,893,322,479,724
2014,4,25,11,0,120,927,919,345,464,745
2014,4,25,11,30,120,928,931,339,476,755
2014,4,25,12,0,120,926,928,363,428,736
2014,4,25,12,30,119,921,911,346,438,723
2014,4,25,13,0,118,913,879,342,426,698
2014,4,25,13,30,115,901,834,323,425,662
2014,4,25,14,0,112,884,775,112,884,775
2014,4,25,14,30,108,863,705,108,863,705
2014,4,25,15,0,103,834,624,135,705,576
2014,4,25,15,30,97,798,535,136,652,494
2014,4,25,16,0,90,750,440,90,750,440
2014,4,25,16,30,81,689,342,81,689,342
2014,4,25,17,0,69,607,244,60,592,231
2014,4,25,17,30,52,500,150,57,436,142
2014,4,25,18,0,42,284,70,42,241,67
2014,4,25,18,30,0,0,0,0,0,0
2014,4,25,19,0,0,0,0,0,0,0
2014,4,25,19,30,0,0,0,0,0,0
2014,4,25,20,0,0,0,0,0,0,0
2014,4,25,20,30,0,0,0,0,0,0
2014,4,25,21,0,0,0,0,0,0,0
2014,4,25,21,30,0,0,0,0,0,0
2014,4,25,22,0,0,0,0,0,0,0
2014,4,25,22,30,0,0,0,0,0,0
2014,4,25,23,0,0,0,0,0,0,0
2014,4,25,23,30,0,0,0,0,0,0
2014,4,26,0,0,0,0,0,0,0,0
2014,4,26,0,30,0,0,0,0,0,0
2014,4,26,1,0,0,0,0,0,0,0
2014,4,26,1,30,0,0,0,0,0,0
2014,4,26,2,0,0,0,0,0,0,0
2014,4,26,2,30,0,0,0,0,0,0
2014,4,26,3,0,0,0,0,0,0,0
2014,4,26,3,30,0,0,0,0,0,0
2014,4,26,4,0,0,0,0,0,0,0
2014,4,26,4,30,0,0,0,0,0,0
2014,4,26,5,0,9,67,10,3,0,3
2014,4,26,5,30,39,301,75,23,0,23
2014,4,26,6,0,58,490,162,50,0,50
2014,4,26,6,30,71,610,258,80,0,80
2014,4,26,7,0,82,692,357,91,0,91
2014,4,26,7,30,90,751,454,115,0,115
2014,4,26,8,0,97,795,547,132,0,132
2014,4,26,8,30,103,829,633,152,0,153
2014,4,26,9,0,108,854,710,176,4,179
2014,4,26,9,30,112,874,777,191,7,196
2014,4,26,10,0,115,888,832,227,10,236
2014,4,26,10,30,117,898,874,238,12,248
2014,4,26,11,0,118,905,902,232,11,242
2014,4,26,11,30,119,908,915,235,12,246
2014,4,26,12,0,119,908,914,373,40,409
2014,4,26,12,30,119,905,899,365,42,402
2014,4,26,13,0,117,899,869,139,0,139
2014,4,26,13,30,115,889,826,132,0,132
2014,4,26,14,0,112,874,769,234,10,242
2014,4,26,14,30,108,855,701,215,8,221
2014,4,26,15,0,103,829,623,262,51,294
2014,4,26,15,30,98,795,536,227,47,253
2014,4,26,16,0,90,751,443,85,0,85
2014,4,26,16,30,81,691,345,66,0,66
2014,4,26,17,0,69,612,248,112,52,127
2014,4,26,17,30,53,507,154,74,25,79
2014,4,26,18,0,42,293,73,37,0,37
2014,4,26,18,30,0,0,0,0,0,0
2014,4,26,19,0,0,0,0,0,0,0
2014,4,26,19,30,0,0,0,0,0,0
2014,4,26,20,0,0,0,0,0,0,0
2014,4,26,20,30,0,0,0,0,0,0
2014,4,26,21,0,0,0,0,0,0,0
2014,4,26,21,30,0,0,0,0,0,0
2014,4,26,22,0,0,0,0,0,0,0
2014,4,26,22,30,0,0,0,0,0,0
2014,4,26,23,0,0,0,0,0,0,0
2014,4,26,23,30,0,0,0,0,0,0
2014,4,27,0,0,0,0,0,0,0,0
2014,4,27,0,30,0,0,0,0,0,0
2014,4,27,1,0,0,0,0,0,0,0
2014,4,27,1,30,0,0,0,0,0,0
2014,4,27,2,0,0,0,0,0,0,0
2014,4,27,2,30,0,0,0,0,0,0
2014,4,27,3,0,0,0,0,0,0,0
2014,4,27,3,30,0,0,0,0,0,0
2014,4,27,4,0,0,0,0,0,0,0
2014,4,27,4,30,0,0,0,0,0,0
2014,4,27,5,0,10,85,13,0,0,0
2014,4,27,5,30,41,317,80,4,0,4
2014,4,27,6,0,59,505,169,9,0,9
2014,4,27,6,30,72,624,266,15,0,15
2014,4,27,7,0,83,706,367,22,0,22
2014,4,27,7,30,92,766,465,28,0,28
2014,4,27,8,0,99,811,560,177,7,181
2014,4,27,8,30,105,845,648,203,10,209
2014,4,27,9,0,109,872,727,113,0,113
2014,4,27,9,30,113,892,795,124,0,124
2014,4,27,10,0,116,907,851,226,10,234
2014,4,27,10,30,119,917,894,236,11,246
2014,4,27,11,0,120,924,922,131,0,131
2014,4,27,11,30,121,927,936,133,0,133
2014,4,27,12,0,121,926,935,280,15,293
2014,4,27,12,30,120,922,918,275,15,288
2014,4,27,13,0,119,914,886,197,6,202
2014,4,27,13,30,116,902,840,188,5,192
2014,4,27,14,0,113,885,781,211,7,217
2014,4,27,14,30,109,863,710,194,4,197
2014,4,27,15,0,104,835,630,244,398,494
2014,4,27,15,30,98,799,541,218,373,425
2014,4,27,16,0,91,752,446,191,54,216
2014,4,27,16,30,82,691,348,152,42,169
2014,4,27,17,0,70,610,250,71,0,71
2014,4,27,17,30,54,505,156,44,0,44
2014,4,27,18,0,43,295,75,43,295,75
2014,4,27,18,30,0,0,0,0,0,0
2014,4,27,19,0,0,0,0,0,0,0
2014,4,27,19,30,0,0,0,0,0,0
2014,4,27,20,0,0,0,0,0,0,0
2014,4,27,20,30,0,0,0,0,0,0
2014,4,27,21,0,0,0,0,0,0,0
2014,4,27,21,30,0,0,0,0,0,0
2014,4,27,22,0,0,0,0,0,0,0
2014,4,27,22,30,0,0,0,0,0,0
2014,4,27,23,0,0,0,0,0,0,0
2014,4,27,23,30,0,0,0,0,0,0
2014,4,28,0,0,0,0,0,0,0,0
2014,4,28,0,30,0,0,0,0,0,0
2014,4,28,1,0,0,0,0,0,0,0
2014,4,28,1,30,0,0,0,0,0,0
2014,4,28,2,0,0,0,0,0,0,0
2014,4,28,2,30,0,0,0,0,0,0
2014,4,28,3,0,0,0,0,0,0,0
2014,4,28,3,30,0,0,0,0,0,0
2014,4,28,4,0,0,0,0,0,0,0
2014,4,28,4,30,0,0,0,0,0,0
2014,4,28,5,0,12,101,15,12,101,15
2014,4,28,5,30,42,329,84,42,329,84
2014,4,28,6,0,60,511,173,60,511,173
2014,4,28,6,30,73,627,271,73,627,271
2014,4,28,7,0,84,707,370,84,707,370
2014,4,28,7,30,92,765,468,92,765,468
2014,4,28,8,0,99,808,561,99,808,561
2014,4,28,8,30,105,841,648,105,841,648
2014,4,28,9,0,110,867,726,110,867,726
2014,4,28,9,30,114,886,793,114,886,793
2014,4,28,10,0,117,900,849,329,34,357
2014,4,28,10,30,119,910,891,345,34,375
2014,4,28,11,0,120,916,918,357,33,387
2014,4,28,11,30,121,919,931,361,35,392
2014,4,28,12,0,121,918,930,428,96,514
2014,4,28,12,30,120,914,913,417,100,504
2014,4,28,13,0,119,906,882,229,9,237
2014,4,28,13,30,117,895,837,218,8,225
2014,4,28,14,0,113,879,779,359,122,452
2014,4,28,14,30,110,857,709,326,121,411
2014,4,28,15,0,105,830,629,99,0,99
2014,4,28,15,30,99,794,541,85,0,85
2014,4,28,16,0,91,748,447,91,748,447
2014,4,28,16,30,82,688,349,82,688,349
2014,4,28,17,0,71,608,251,68,0,68
2014,4,28,17,30,55,504,158,43,0,43
2014,4,28,18,0,43,298,76,20,0,20
2014,4,28,18,30,0,0,0,0,0,0
2014,4,28,19,0,0,0,0,0,0,0
2014,4,28,19,30,0,0,0,0,0,0
2014,4,28,20,0,0,0,0,0,0,0
2014,4,28,20,30,0,0,0,0,0,0
2014,4,28,21,0,0,0,0,0,0,0
2014,4,28,21,30,0,0,0,0,0,0
2014,4,28,22,0,0,0,0,0,0,0
2014,4,28,22,30,0,0,0,0,0,0
2014,4,28,23,0,0,0,0,0,0,0
2014,4,28,23,30,0,0,0,0,0,0
2014,4,29,0,0,0,0,0,0,0,0
2014,4,29,0,30,0,0,0,0,0,0
2014,4,29,1,0,0,0,0,0,0,0
2014,4,29,1,30,0,0,0,0,0,0
2014,4,29,2,0,0,0,0,0,0,0
2014,4,29,2,30,0,0,0,0,0,0
2014,4,29,3,0,0,0,0,0,0,0
2014,4,29,3,30,0,0,0,0,0,0
2014,4,29,4,0,0,0,0,0,0,0
2014,4,29,4,30,0,0,0,0,0,0
2014,4,29,5,0,13,115,17,2,0,2
2014,4,29,5,30,43,339,88,13,0,13
2014,4,29,6,0,61,518,178,27,0,27
2014,4,29,6,30,74,633,276,42,0,42
2014,4,29,7,0,85,713,376,143,16,149
2014,4,29,7,30,93,771,475,179,19,188
2014,4,29,8,0,100,815,569,109,0,109
2014,4,29,8,30,106,848,656,126,0,126
2014,4,29,9,0,111,874,735,182,5,185
2014,4,29,9,30,115,894,803,197,7,203
2014,4,29,10,0,118,909,859,304,23,323
2014,4,29,10,30,120,919,902,318,24,339
2014,4,29,11,0,122,925,930,256,12,267
2014,4,29,11,30,122,928,943,259,13,271
2014,4,29,12,0,122,927,941,231,10,240
2014,4,29,12,30,122,923,924,227,9,236
2014,4,29,13,0,120,915,893,252,11,263
2014,4,29,13,30,118,903,847,241,10,249
2014,4,29,14,0,115,887,789,267,17,281
2014,4,29,14,30,111,866,718,245,15,256
2014,4,29,15,0,106,839,638,216,12,224
2014,4,29,15,30,100,804,550,189,7,193
2014,4,29,16,0,93,758,455,169,11,174
2014,4,29,16,30,83,699,357,135,2,136
2014,4,29,17,0,72,620,258,34,0,34
2014,4,29,17,30,56,515,163,22,0,22
2014,4,29,18,0,44,310,80,10,0,10
2014,4,29,18,30,0,0,0,0,0,0
2014,4,29,19,0,0,0,0,0,0,0
2014,4,29,19,30,0,0,0,0,0,0
2014,4,29,20,0,0,0,0,0,0,0
2014,4,29,20,30,0,0,0,0,0,0
2014,4,29,21,0,0,0,0,0,0,0
2014,4,29,21,30,0,0,0,0,0,0
2014,4,29,22,0,0,0,0,0,0,0
2014,4,29,22,30,0,0,0,0,0,0
2014,4,29,23,0,0,0,0,0,0,0
2014,4,29,23,30,0,0,0,0,0,0
2014,4,30,0,0,0,0,0,0,0,0
2014,4,30,0,30,0,0,0,0,0,0
2014,4,30,1,0,0,0,0,0,0,0
2014,4,30,1,30,0,0,0,0,0,0
2014,4,30,2,0,0,0,0,0,0,0
2014,4,30,2,30,0,0,0,0,0,0
2014,4,30,3,0,0,0,0,0,0,0
2014,4,30,3,30,0,0,0,0,0,0
2014,4,30,4,0,0,0,0,0,0,0
2014,4,30,4,30,0,0,0,0,0,0
2014,4,30,5,0,14,120,19,1,0,1
2014,4,30,5,30,43,329,87,7,0,7
2014,4,30,6,0,60,499,175,14,0,14
2014,4,30,6,30,73,610,270,23,0,23
2014,4,30,7,0,84,687,367,118,0,118
2014,4,30,7,30,92,744,463,148,1,149
2014,4,30,8,0,99,787,555,142,0,142
2014,4,30,8,30,105,820,640,162,2,163
2014,4,30,9,0,110,845,716,317,64,364
2014,4,30,9,30,113,863,781,345,67,397
2014,4,30,10,0,116,877,834,343,39,376
2014,4,30,10,30,119,885,874,357,42,393
2014,4,30,11,0,120,890,900,421,88,499
2014,4,30,11,30,121,891,911,420,95,505
2014,4,30,12,0,121,889,908,296,16,311
2014,4,30,12,30,120,884,891,289,17,305
2014,4,30,13,0,118,875,859,314,22,334
2014,4,30,13,30,116,863,815,297,23,316
2014,4,30,14,0,113,847,758,312,37,341
2014,4,30,14,30,109,825,690,284,37,310
2014,4,30,15,0,104,798,612,251,34,273
2014,4,30,15,30,98,762,527,218,30,235
